Time,Date,NB Guess,SVM Guess,Tweet Text
14:59:55,2016-12-08,2,2,@SouthwestAir $400 to book last min to fly to puerta Vallarta with another carrier. Entire morning lost to this fiasco. Thanks for nothing.
14:59:55,2016-12-08,2,2,.@united you can word and market it however you want but a "basic economy" ticket will be the norm, thus charging for the upgrade. #greed
14:59:55,2016-12-08,2,2,@Sarah_Carter @jeremypiven @VirginAmerica I'd say trade him for some drinks. But it looks like they come free with the seat.
15:00:05,2016-12-08,1,1,.@HawaiianAir took home a “North American Campaign of the Year” award for their amazing partnership and campaign.… https://t.co/CUIxCZ8XhU
15:00:05,2016-12-08,0,0,@JetBlue Launches in Havana - @OnlineFinance : https://t.co/JTMT5RUqUu
15:00:06,2016-12-08,2,2,@luis_canijo  @MensHealthMag merry Christmas from your friends at @united  !!! Or maybe better said, to its owners...
15:00:09,2016-12-08,1,0,RT @AlaskaAir: Beautiful view! LA -&gt; Seattle https://t.co/rKbzafiyrq #DigitalMarketing #SocialMedia #OnlinePromotion #SocialMediaMarketing
15:00:13,2016-12-08,2,2,The rewards business travelers desire most. https://t.co/lNJK07gPoN (Sponsored by @SouthwestAir) https://t.co/zAVQyZRnBm
15:00:15,2016-12-08,2,2,We are building a #VTOL that does all that -and much more!  #oilandgas #infrastructure #drones https://t.co/OVRvbogptG
15:00:22,2016-12-08,2,2,McAdenville is now @ChristmasTownNC courtesy of our sister company Pharr Yarns. Thanks for the feature @AmericanAir… https://t.co/DOFNHJUOkK
15:00:23,2016-12-08,2,2,RT @JetBlue: Let's go to Central Park https://t.co/IEu6VJIvWO
15:00:24,2016-12-08,2,0,They have 'Home Alone' on my @united flight!  Yes!  Great kickoff to winter vacation. https://t.co/LUnAi6xl5A
15:00:24,2016-12-08,1,1,I'm at @United Club in Newark, NJ https://t.co/GDFBLx2kbH https://t.co/KgpIqfKOst
15:00:24,2016-12-08,2,2,RT @FlyFrontier: You made it through! We hope the rest of your week brings nothing but blue skies! https://t.co/SUxaxe5zh9 #SocialMedia
15:00:34,2016-12-08,2,2,Now the flight is deleted from all screens @KLM 🤔
15:00:43,2016-12-08,2,2,RT @AlaskaAir: We've got you covered on #SocialMedia 24/7. Feel free to reach out during your travels. #iFlyAlaska https://t.co/hd5eI5Q6L3
15:00:49,2016-12-08,0,0,Great view from your SEA Sky Lounge, @Delta https://t.co/kCT5b3V3iu
15:01:00,2016-12-08,2,2,@OliviaMesser @JetBlue I really like how invested you are to getting to the bottom of it tho.
15:01:01,2016-12-08,2,2,@SamFeldtMusic @KLM you've accidently discovered a secret KLM cult
15:01:02,2016-12-08,2,2,@SmittytheYankee https://t.co/p8tANDtNU6
15:01:05,2016-12-08,2,2,Best flight ever! @SouthwestAir concert #Liveat35 with Irish band Walking on Cars. Magical. ❤️ https://t.co/UpAbZoBSpI
15:01:15,2016-12-08,2,2,@united 1 hour now for maintenance that takes 10 minutes.
15:01:17,2016-12-08,2,1,@Ferretmorgue #true but it's #holiday in #London ✌🏻️😎 https://t.co/MbiilxKnpF
15:01:19,2016-12-08,2,2,@bobh2121 @gatorays88 @habanos74 @jconnjr2 https://t.co/3A6aNVeuZG
15:01:23,2016-12-08,2,1,@united sent
15:01:26,2016-12-08,2,2,@JetBlue cc Professional Oakley Suses.Outlet Price For Only $24.99 Now. https://t.co/JRHTaRWhxJ
15:01:33,2016-12-08,2,2,@SouthwestAir Did that -- they were also having computer problems? Trying to figure out if it's system-wide or just my reservation?
15:01:37,2016-12-08,2,0,@Delta sounds good. Just wondering.  Thanks for the reply 😆
15:01:37,2016-12-08,2,2,@Ronan_Hoogmoed @KLM hope I get invited with my double platinum status
15:01:41,2016-12-08,2,2,@JetBlue 1 day &amp; 2 hours late. Only decent priced flights depart within 3 days.  Very disappointed #JetBlue
15:01:57,2016-12-08,2,2,@JetBlue I would like to be contacted to resolve an issue I had yesterday purchasing tickets
15:02:03,2016-12-08,2,1,We know the bowl and @Delta is giving two Georgia fans the chance to attend. 

Enter here:
&gt;&gt;… https://t.co/wYXqMrZGHJ
15:02:03,2016-12-08,2,2,@JetBlue 🙄what a deal. Sale on flights 4 days from now and nothing else?
15:02:03,2016-12-08,2,2,#InferiorityComplex @youngthug harassing @AlaskaAir employees.
https://t.co/wXWapODoDp #RapeCulture #Misogyny… https://t.co/v6NasNW8kr
15:02:05,2016-12-08,2,2,@VirginAmerica Let me find a job first, and then we’ll talk :P
15:02:09,2016-12-08,2,1,@Delta I'm in my #SecondHome / #Office! @saab007 @RenesPoints @PointMe2Plane https://t.co/TGmtrY0cUP https://t.co/P4gsuzcaDq
15:02:28,2016-12-08,2,2,@SturgisSports @AmericanAir @BradFralickWYFF What is up with American? I always fly Delta, but always here folks complain about American
15:02:34,2016-12-08,2,2,goddammit @united if you gotten the a/c here on time from ORD we would've been boarding rn, but now we're ground delayed by SFO 😡
15:03:03,2016-12-08,2,0,Thank you @Delta @DTWeetin #SkyClub Staff this Week! Amazing People &amp; Great Service! #MyDelta #DeltaProud #Detroit… https://t.co/kg7Huqo3qz
15:03:09,2016-12-08,1,1,@Schiphol, since when does @KLM fly to Western Australia? 😉 https://t.co/hZLu07vqYO
15:03:39,2016-12-08,1,1,Congrats @HawaiianAir on your North America campaign 👏🌟🎉😊 @ExpediaMedia @Expedia4Hotels @expediainc @Expedia… https://t.co/FD2WfpsCUy
15:03:53,2016-12-08,2,1,@Delta if the first leg of a roundtrip flight is missed, does the second leg of the trip automatically get cancelled?
15:03:57,2016-12-08,2,2,#InferiorityComplex @youngthug harassing @AlaskaAir employees. https://t.co/wXWapODoDp #RapeCulture #Misogyny… https://t.co/FVtpHw6Kvt
15:04:07,2016-12-08,2,2,@VirginAtlantic thanks for this. I have been trying to get prices for that date but keep getting told no flights on that date
15:04:16,2016-12-08,2,2,When @jarzod turns left getting on your flight to Hong Kong you know you've made the right decision to do a mileage… https://t.co/mOkaz0H800
15:04:25,2016-12-08,2,2,@SouthwestAir https://t.co/q5D954v95Q
15:04:32,2016-12-08,2,0,@WalkingOnCars thank you so much for the performance on @SouthwestAir #Liveat35 today! https://t.co/xfOlQzkb4z
15:04:35,2016-12-08,2,2,@SouthwestAir overbooking flights out of midland today... giving away the seats of people who got stuck in the security line
15:04:35,2016-12-08,2,2,Love how @SouthwestAir #culture &amp; #people drive the org. - Never a single layoff or paycut for any employee #leader
https://t.co/qxMda1qFs2
15:04:40,2016-12-08,2,2,The @Delta customer service replies in this thread are hilarious; completely unaware of this promotion in Seattle. https://t.co/a8u8wcP8UV
15:05:03,2016-12-08,2,2,@traveloneworld please drop @AmericanAir:they don't even transfer baggage thru 2 other one world partner flights
15:05:03,2016-12-08,2,2,#SoaringWithDisneyMoanaSweepstakes https://t.co/09kMCiO0xa
15:05:13,2016-12-08,2,1,Enter for a chance to win 10 round-trip tickets for your company from @AmericanAir #sweepstakes https://t.co/6XPtPdVc8y
15:05:14,2016-12-08,2,1,@AmericanAir your #Dreamliner is a beauty! https://t.co/RhShQpq0oF
15:05:17,2016-12-08,2,2,Sick of being gouged by @united and treated badly by ground and flight attendants? In 2017 they'll charge for bin space RT #unfriendlyskies
15:05:47,2016-12-08,1,1,@aprilmacie @united maybe you're flying Frontier? :)
15:06:00,2016-12-08,2,2,@United, gross. @delta please don't torture us like this https://t.co/NGAyrqCw5y via @WIRED
15:06:18,2016-12-08,2,2,@Ratsinthecity @AmericanAir murica
15:06:48,2016-12-08,2,2,having the worst luck with @AmericanAir lately! mechanical issues, 1.5 hr delay and multiple gate updates. just get me home! 😩😩
15:06:53,2016-12-08,2,2,@united Hey can you pull a partner PNR out of a reservation for me?
15:07:01,2016-12-08,2,2,Hey @Pir8JRS https://t.co/yuxH9cLaNF
15:07:02,2016-12-08,2,2,@JetBlue hey! It's 2416
15:07:03,2016-12-08,2,2,Flew @SpiritAirlines for the 1st time &amp; was pleasantly surprised base on feedback &amp; reviews #alwaysfindoutforself https://t.co/41ZktgRF1M
15:07:06,2016-12-08,2,2,@DaliaJude @VirginAmerica L3 at O'Hare is a top ten place in the world.
15:07:12,2016-12-08,2,2,@SouthwestAir #southwestPassport #CancunGiveaway Just bought a home. Hectic! What better way to relax and let all s… https://t.co/vhKvR6FRUV
15:07:21,2016-12-08,2,1,I just entered to win 2 round trip tickets from @Alaskaair &amp; @NBCSanDiego! You can too!   https://t.co/pCvw1cqhod
15:07:30,2016-12-08,2,2,@balleralert #InferiorityComplex @youngthug harassing @AlaskaAir employees.
https://t.co/wXWapODoDp #RapeCulture #Misogyny #WhiteMansMonkey
15:07:33,2016-12-08,2,2,What are you going to do about this face, @SouthwestAir? https://t.co/DqZ0pEhbXI
15:07:37,2016-12-08,2,2,@AmericanAir  very frustrating day, I will DM when we land, a lot was lost in this today!
15:07:50,2016-12-08,2,2,@VirginAtlantic ok. Will leave till tomorrow as maybe problems with site. Thanks for your help
15:07:58,2016-12-08,2,2,@united Help! I left my black and white Burberry coat at LAX Gate 84 (or perhaps TSA Pre security) before boarding flight 5354 to ASE!
15:08:16,2016-12-08,2,2,@fly2ohare @AmericanAir at least try and sanitize your terminals.  The stench in terminal 3 is disgusting
15:08:22,2016-12-08,2,0,@Delta 😒. Eh. Thanks
15:08:35,2016-12-08,2,2,@Delta tests free meals for coach passengers. Even more reason to pay slightly higher fares #TravelBlog #travel  https://t.co/MLWJBOVkB1
15:08:36,2016-12-08,2,2,Hey @FlyFrontier you can proly just donate these tickets to charity...I dont think we're going to make this flight… https://t.co/lFJxMTDuCd
15:08:36,2016-12-08,2,2,$99 to Cuba. I repeat, $99 TO CUBA!!! @JetBlue https://t.co/8ZBV2b8kkY
15:08:41,2016-12-08,2,2,Watching @gary_kelly of @SouthwestAir on @business talking about new technology, modernizing @DallasLoveField @danisintheair @vincebratton
15:08:48,2016-12-08,2,2,@AmericanAir de-icing truck at CMH damaged flight 4342 (not joking!) Wait it out, or get on 8pm flight? Would appreciate info. Immediately.
15:08:49,2016-12-08,2,2,Maybe after today's @AmericanAir epic disaster fail, they'll give us an assist with our upcoming Phoenix trip. But that's highly doubtful.
15:08:59,2016-12-08,1,2,**REVEALED** @SecretFlying obtains info on future @JetBlue Christmas deals.

https://t.co/U5Bq9WIToN https://t.co/ekBMQ0iD23
15:09:31,2016-12-08,2,2,Just a frustrating day, I'm actually ready for an adult beverage.  Oh wait, still in Charlotte!!! https://t.co/bt2evZp4ct
15:09:34,2016-12-08,2,2,@jadesfw @JetBlue There was an SF =&gt; NY/NY =&gt; SF deal for $128 yesterday, I believe.
15:09:36,2016-12-08,2,2,@AmericanAir - Why are we delaying an aircraft for maintenence on one seat when there are empty seats to cover it??? AA4608
15:09:45,2016-12-08,2,2,@VirginAtlantic no desk nor gate allocated new seats. The numbers in system were different to the confirmation receipt
15:09:48,2016-12-08,2,2,@JetBlue cc Professional Oakley Suses.Outlet Price For Only $24.99 Now. https://t.co/d5Ib6Lsaoe
15:09:50,2016-12-08,2,2,@SouthwestAir #SouthwestPassport #Giveaway nothing beats relaxing after stressful situations like buying a home tha… https://t.co/gU6tLOvfdA
15:09:52,2016-12-08,2,2,@Delta Am I correct that FLL still offers curbside check-in?
15:09:57,2016-12-08,2,2,@united  wow you guys suck. Gate check bags when there is tons of room in the overhead bins.  Also pick and choose who hate checks.  Weak
15:10:02,2016-12-08,2,2,Timeline of the events in Brazil and @Delta's response: https://t.co/pM8oSs1yCr
15:10:04,2016-12-08,2,2,@SouthwestAir #southwestPassport #CancunGiveaway Because there's no such thing as too much beach! https://t.co/CHSN4SPX0z
15:10:19,2016-12-08,2,2,@Allegiant what compensation is there for the 6+ hour delay on flight 1706?
15:10:34,2016-12-08,2,0,@alaskaair Yes, a compliment!Really a shout-out to your UX team for a nice bit of attention to detail. Simple/effective way to show status.
15:10:44,2016-12-08,2,2,@mBlade_akita @UnitedAirways @CTVNews I think you mean @united
15:11:07,2016-12-08,2,2,@erikrtn Not even!  @united domestic business class!
15:11:22,2016-12-08,2,2,@Thats_Monica @JetBlue do it. Don't think about it.
15:11:26,2016-12-08,2,0,@united Has the BEST boarding process. This makes so much sense
15:11:33,2016-12-08,2,2,@JetBlue, what do the mixed snacks own that the others don't? #ApostrophesDontPluralize https://t.co/di5xgQcVdV
15:11:41,2016-12-08,0,0,@JetBlue omg YAYYY and how much? Thank you!
15:11:50,2016-12-08,2,2,@SamFeldtMusic @KLM You've discovered their secret so I can't see why they shouldn't invite you
15:11:54,2016-12-08,2,2,@Delta you are full of awful excuses and very bad customer services. I expect more than a $50 voucher after such a shit flight.
15:12:13,2016-12-08,1,1,@Delta who is your CEO ?
15:12:18,2016-12-08,2,2,@AlaskaAir @UW_Football is this a third add or is this the one that sold out yesterday?
15:12:22,2016-12-08,2,2,@Delta I believe I was double charged an efee on 4 December. There are two charges when there should be one.Please advise #2673306516
15:12:26,2016-12-08,2,0,Thanks @Delta my flight just arrived. ✈️@DENAirport https://t.co/C8giRulEXT
15:13:06,2016-12-08,2,2,@Delta it might have fallen out on the ATL to LIM flight last night too... lets hope
15:13:19,2016-12-08,2,2,@FlyFrontier did you stop routes between Denver and Raleigh?
15:13:20,2016-12-08,2,2,@SouthwestAir #SouthwestPassport #LiberiaCostaRicaGiveaway Nothing beats relaxing after buying a home than visiting… https://t.co/blagodVTXv
15:13:38,2016-12-08,2,2,@SouthwestAir #southwestPassport #CancunGiveaway The Chichen Itza demands my human sacrifice! https://t.co/FntbB3ZBac
15:13:41,2016-12-08,2,2,Hey @delta, do I get a reimbursement for changing my flight gate... not once.. not twice. But three times?
15:13:49,2016-12-08,2,2,@Delta look at deltas quality paid upgraded flights from the uk to the USA https://t.co/jCWujutAs9
15:14:18,2016-12-08,2,2,@AmericanAir App is 🔥🔥🔥
15:14:22,2016-12-08,2,2,@BearFightDawg @AlaskaAir don't make me find a new airline because I really like you Alaska
15:14:24,2016-12-08,2,2,.@Ronan_Hoogmoed @KLM apparently it's a secret and private salt mining town owned by a Japanese company https://t.co/WWfuLKhoc6
15:14:26,2016-12-08,2,1,Our partner @AlaskaAir has added another flight to/from Atlanta (12/30-1/1). #CFBPlayoff #PurpleReign

Book Now: https://t.co/jD9ssWH13l
15:14:34,2016-12-08,2,2,I've never been more excited to hear the @JetBlue pilot say "and the temperature in Florida is 80 degeees."
15:14:41,2016-12-08,2,2,@Delta luxury entertainment my ass https://t.co/OBjfZPLTAd
15:14:41,2016-12-08,2,1,@JetBlue Can we please have some deals out of Houston? 👏🏼😔🎄
15:14:48,2016-12-08,2,2,@AmericanAir same story different day...
15:14:54,2016-12-08,2,2,@bishopwsu @AlaskaAir no new flights to the whales vagina yet?
15:14:54,2016-12-08,2,2,@AmericanAir yes I did and they said there was nothing they could do, I will DM now
15:14:59,2016-12-08,2,2,@AlaskaAir @UW_Football  now ya tell me
15:15:00,2016-12-08,2,2,I think airlines should charge based on wt, I'm not a big guy, some of these ppl are. Surely it costs more to get them airborne. @Delta
15:15:01,2016-12-08,2,2,Here’s how to arrive feeling fresh after a long-haul flight #ad @singaporeair #flysq

https://t.co/HNyEOCWkl7
15:15:04,2016-12-08,2,2,@lufthansa how can I change a date for a ticket? In your site i found the instruction but in my account it doesnt have a "Change date"button
15:15:12,2016-12-08,2,2,#IChipInSweepstakes @JetBlue Ravenswood Youth Athletic Association
15:15:15,2016-12-08,2,2,@bishopwsu @BearFightDawg @AlaskaAir CUOG TWEET OF THE DAY
15:15:25,2016-12-08,2,2,@Delta quality window shutters included https://t.co/naa3nJk6hO
15:15:27,2016-12-08,2,1,@JetBlue @AppleBumm21 no it isn't. You don't have the same deal at all chomo
15:15:31,2016-12-08,2,0,First time on @AmericanAir to JFK. Very impressed. Ice creams, snacks and WiFI. Lovely crew too. Wish all airlines were as pleasant.
15:15:39,2016-12-08,2,2,@bishopwsu @BearFightDawg @AlaskaAir  no added seats to San Diego?
15:15:55,2016-12-08,2,2,@reedstrong7 @BearFightDawg @AlaskaAir #RollTide
15:15:58,2016-12-08,2,2,@SouthwestAir #SouthwestPassport #CaboGiveaway Problem: stressed after buying a home. Solution: Southwest helps an… https://t.co/8gKv98kRJk
15:15:58,2016-12-08,2,1,@Delta notice the sellotape ? https://t.co/x0AjunSG1J
15:15:59,2016-12-08,2,2,@JetBlue We're not getting any December to Adventure love here in the Midwest. I check every day, but, alas.
15:16:08,2016-12-08,2,1,You betcha boots👢 https://t.co/5wFD2Ci61x
15:16:18,2016-12-08,2,2,100 percent done with @AlaskaAir. What up @Delta
15:16:21,2016-12-08,2,2,Hey @united Airlines. Not one vegetarian option on your in-flight food menu (Cheese is not a meal)? #Hangry
15:16:22,2016-12-08,0,0,@Delta you’re welcome. I love the feather planes. 😁
15:16:33,2016-12-08,2,1,Shrimp and grits on a flight? @united y'all are bringing the good stuff on these flights! Excellent meal from ORD&gt;S… https://t.co/3a3nD1ls4k
15:16:39,2016-12-08,2,2,#ICHIPINSWEEPSTAKES @JetBlue nomination https://t.co/eLGtg96YJj… provides funds 4 homeless student's rec sports fees....
15:16:39,2016-12-08,2,2,@bishopwsu @reedstrong7 @AlaskaAir I would hashtag the cougs opponent but I don't know who it is and I don't care.
15:16:42,2016-12-08,2,2,At @AlaskaAir, they keep offering the #Huskies a chance to get on-board the Peach Bowl Express. #ad #iFlyAlaska https://t.co/CWW0xyqrb4
15:16:53,2016-12-08,2,1,@AmericanAir sent
15:16:57,2016-12-08,0,0,@united Thanks.
15:16:58,2016-12-08,2,2,@Delta add to that the upgraded drinks included seats where you can only drink 3 alchemist
15:17:03,2016-12-08,2,2,@SturgisSports @AmericanAir That's an understatement!
15:17:12,2016-12-08,2,2,@AmericanAir #357 DFW to SAT
2 seats open in First/ I'm # 2 on upgrade list and here I sit in 9F 
WTF??
15:17:14,2016-12-08,2,2,@united your in-flight wifi is crap.  It keeps dropping my connection to the Internet.   You probably won't even get this tweet till I land
15:17:16,2016-12-08,2,0,@QuntumEntanglr @Delta yes they did. Good for them
15:17:17,2016-12-08,2,2,@united @duke5021 Yeah, you're supposed to also say "sorry", United.
15:17:18,2016-12-08,2,2,How am I supposed to be a master wayfinder if I can't get out of bed?! @HawaiianAir @DisneyMoana https://t.co/kueqJ0sDIl
15:17:22,2016-12-08,2,1,@SouthwestAir #SouthwestPassport #PuntaCanaGiveaway anxious to fly and fly away and relax my mind and soul after a… https://t.co/Rs6fJvSab4
15:17:23,2016-12-08,1,1,Para @Delta - @AirFranceFR esto es trato personalizado ante maleta perdida 1 mes: "para contactar haga click aquí" https://t.co/GOGKlRO8DZ
15:17:23,2016-12-08,2,2,@FlyFrontier The customer service has been awful and I would've booked another flight HOURS ago if I hadn't been lied to repeatedly.
15:17:23,2016-12-08,2,2,So frustrated with @Allegiant. Bought  tix for my parents to visit me for Thanksgiving, but my father fractured his hip the day prior to
15:17:27,2016-12-08,2,2,I think my @delta pilot is driving around trying to find a close spot @ LAX! I say park it &amp; we'll walk 😂 #kidding #LAX #busy
15:17:29,2016-12-08,2,2,@AmericanAir Current estimate is not 630 pm arrival...so a 1 hour delay! AA4608
15:17:34,2016-12-08,2,1,@TommySQC @BearFightDawg @AlaskaAir we sold out our bowl ticket allotment in 24 hours, thanks
15:17:50,2016-12-08,2,0,@Delta Thanks so much for all the info!!
15:17:58,2016-12-08,2,2,@BearFightDawg @bishopwsu @AlaskaAir Why do you hate our Midwestern brothers?
15:18:12,2016-12-08,2,2,travel, and was unable to fly. @Allegiant is refusing to refund or even issue a credit! I have provided Dr note as they requested, but now
15:18:13,2016-12-08,2,1,@JetBlue you know it!! https://t.co/8cUmwjCXjh
15:18:13,2016-12-08,2,2,#SoaringWithDisneyMoanaSweepstakes https://t.co/IER9aTCqKs
15:18:18,2016-12-08,2,0,Absolutely! Let's hope for the best! https://t.co/uD7IoNLDrl
15:18:20,2016-12-08,2,1,Here's a summary of @Delta's 2017-2019 fleet plans. #airports https://t.co/3QGQMmKl4Z
15:18:23,2016-12-08,2,2,Pro tip: when my answer is "Yes" when you ask if I need assistance boarding, your's shouldn't be, "Uh oh" @AmericanAir Haha
15:18:26,2016-12-08,2,2,@JetBlue
https://t.co/Nn4Lpx1Ap7
#ICHIPINSWEEPSTAKES
15:18:28,2016-12-08,2,1,@DDMon710 @AlaskaAir @UW_Football Is it good karma that our local Dawg has a dog named Peach?  Please tell me it is #GoDawgs
15:18:35,2016-12-08,2,2,@AmericanAir agents curt and rude. Wouldn't refund my refunded ticket. Told to snail mail refunds? https://t.co/I6hmcqbokH
15:18:36,2016-12-08,2,2,@bishopwsu @TommySQC @AlaskaAir I hope they hand out ribbons at the gate for that accomplishment #undefeatedfans
15:18:37,2016-12-08,2,2,@Delta plus the upgraded flights where you get wifi which doesn't work and not allowed more than 3 drinks for an 8 hour flight
15:18:50,2016-12-08,2,2,@AlaskaAir MAKE THE FLIGHTS CHEAPER FOR CRYING OUT LOUD
15:18:51,2016-12-08,2,2,@Airport_FRA @lufthansa Can u bastards plz decide whose job is this? An ordinary passenger is trying to help bt u morons suck. @HafizRahman5
15:18:53,2016-12-08,2,2,@united Today is ONE example of many. On my way to Newark we were delayed as well. It's always some BS.
15:18:54,2016-12-08,2,0,Major thanks to @HawaiianAir for the treat to see @DisneyMoana yesterday with the PPG crew I cried again watching the movie #aloha #alofa
15:18:57,2016-12-08,2,2,but now @Allegiant is saying he DID fly. He DID NOT! What a scary thing if they don't know who was and was not on their flight! Scary
15:19:08,2016-12-08,2,2,@AlaskaAir can you uncancel my flight that was supposed to leave tomorrow morning ?
15:19:13,2016-12-08,2,2,@SouthwestAir Your lost and found form errors out when I try to submit it.
15:19:14,2016-12-08,2,2,@Delta AND changing the flight times delaying arrival by 6 hours
15:19:27,2016-12-08,2,2,Scary to think that they are unaware of who is on board their planes or not! @Allegiant Shame on you!!!
15:19:30,2016-12-08,2,0,A huge thank you to Julie with the @Delta Medallion Line for her help adjusting my flights. Appreciate the quick work!
15:19:32,2016-12-08,2,0,@Delta yes here they are 0060182873156 &amp; 0060182873159.  Thanks!!
15:19:39,2016-12-08,2,1,@Delta have a good weekend
15:19:42,2016-12-08,2,2,@Delta https://t.co/dWe4SmWwYw
15:19:46,2016-12-08,2,2,@AlaskaAir my connecting flight thru PDX to SAN has been canceled. Booked on new flight but significant delays. Plans ruined. Please help!
15:20:01,2016-12-08,2,2,@Delta you truely are the biggest bag of shit ever and I feel sorry for anyone who has to fly with you
15:20:02,2016-12-08,2,2,@SouthwestAir offering a refund still. Or to rebook me when they can fly to Mexico. Uh..Thought you already could but turns out not.
15:20:07,2016-12-08,2,0,@EvaLongoria @AmericanAir @IAmHOPE Everyone should have a huge heart as your❤
15:20:07,2016-12-08,2,0,Hope @KLM Flying Blue will be able to reinstate my 64,844 miles :( https://t.co/dwip06WuC2
15:20:13,2016-12-08,1,1,And we’re off! @AmericanAir @PHXSkyHarbor #A321 #AvGeek https://t.co/FtQv6kjIq8
15:20:30,2016-12-08,2,2,@AlaskaAir your page for creating accounts needs to be updated to indicate the max supported password length. Or better yet, fix the hashing
15:20:32,2016-12-08,2,1,@Delta do you think if I travelled with virgin that I would be kicking off at you?
15:20:32,2016-12-08,2,0,@AmericanAir 🖕🏾 Thanks for trash service.
15:20:32,2016-12-08,2,2,@united What does a conn matter? I want to be home when I'm expected. I have kids I can't pickup today.
15:20:48,2016-12-08,2,0,Friends who fly @JetBlue : Earn while you shop with this offer.  As a road warrior, I love this stuff: https://t.co/EJh7kgxhfT
15:20:55,2016-12-08,2,0,@AmericanAir To the agents at A15 thanks for doing your jobs so damn well! #americanairfail
15:21:01,2016-12-08,2,1,@Delta I booked through virgin who have the biggest slopey shoulders known to man
15:21:17,2016-12-08,2,2,@SouthwestAir customer service rep Alice offered to have her supervisor call me back. In 24-48 hours. #nothelpful
15:21:19,2016-12-08,2,2,#SoaringWithDisneyMoanaSweepstakes 🌺🐓🌊🌀 https://t.co/14VbLJ74yk
15:21:22,2016-12-08,2,0,I'm the last few weeks I've flown on @SouthwestAir @Delta @united. Southwest by far has best experience overall.
15:21:28,2016-12-08,2,2,@Delta you can find that on my dms
15:21:30,2016-12-08,2,2,This @delta 747 just flew in from Japan, and Delta is retiring these aircrafts next year. It's a… https://t.co/vp69050c4B
15:21:33,2016-12-08,2,1,@JetBlue Do the points awarded during the current Amazon shopping promo count towards Mosaic status? I’m so close!
15:21:36,2016-12-08,2,2,@JetBlue Can you guys add trips from JFK to STI for the #JetBlue12Days I really want to surprise my father for XMas...
15:21:37,2016-12-08,2,2,@united I'm sitting with live fish that was on order stuck at Houston which I can't collect due to your system problem. Is there any way?
15:21:43,2016-12-08,2,2,@SushmaSwaraj Madam plz help. An elderly lady is stuck at @Airport_FRA bcz @lufthansa can't arrange a wheelchair fo… https://t.co/pAwdwpY0PQ
